requirement_en,entry,read,write,exit,cfp,interaction,communication,process,microm
System transmits this operation to Jury pending requests’ outbox,0,0,1,0,1,0,1,0,1
System send a notification to Student. System send a notification to Jury member,0,0,0,1,1,1,0,1,2
EABDB selects the inbox button.,1,0,0,0,1,1,0,0,1
EABDB clicks the system message.,1,0,0,0,1,1,0,0,1
EABDB approves the deadline extension request. EABDB does not approve the deadline extension request. EABDB filled the anti-spam field. EABDB selects the status. EABDB clicks the save changes button.,1,0,0,0,1,1,0,0,1
System transmits this operation to Student’s pending requests’inbox.,0,0,1,0,1,0,1,0,1
System transmits this operation to Advisor pending requests’inbox.,0,0,1,0,1,0,1,0,1
System transmits this operation to EABDB pending requests’outbox.,0,0,1,0,1,0,1,0,1
System send a notification to Student. System send a notification to Advisor. System send a notification to EABDB.,0,0,0,1,1,1,0,1,2
Advisor clicks the pending request module,1,0,0,0,1,1,0,0,1
Advisor selects the inbox button.,1,0,0,0,1,1,0,0,1
Advisor clicks the system message and system shows related module,1,0,0,0,1,1,0,0,1
Advisor approves the deadline extension request. Advisor does not approve the deadline extension request. Advisor filled the anti-spam field. Advisor selects the status.,0,1,0,1,2,1,1,0,2
System transmits this operation to Advisor pending requests’ outbox,0,0,1,0,1,0,1,0,1
System transmits this operation to EABDB pending requests’ inbox.,0,0,1,0,1,0,1,0,1
System send a notification to Student. System send a notification to Advisor System send a notification to EABDB.,0,0,0,1,1,1,0,1,2
GSES member clicks the pending request module.,1,0,0,0,1,1,0,0,1
GSES member selects the inbox button.,1,0,0,0,1,1,0,0,1
GSES member clicks the system message.,1,0,0,0,1,1,0,0,1
System shows related module,0,1,0,1,2,1,1,0,2
GSES Member approves the thesis submission. GSES Member does not approve the thesis submission. GSES Member filled the anti-spam field GSES Member selects the status. GSES Member clicks the save changes button,1,0,0,0,1,1,0,0,1
System transmits this operation to Advisor pending requests’ inbox.,0,0,1,0,1,0,1,0,1
System transmits this operation to GSES Member pending requests’ outbox,0,0,1,0,1,0,1,0,1
System send a notification to Student. System send a notification to Student. System send a notification to GSES.,0,0,0,1,1,1,0,1,2
User enters task name. User enters task location. User selects task priority. User clicks “Add Task”.,1,0,0,0,1,1,0,0,1
System saves the task.,0,0,1,0,1,0,1,0,1
User Clicks “Task Management” from navbar.,1,0,0,0,1,1,0,0,1
User finds the task to remove from the table.,0,0,0,0,0,0,0,0,0
User clicks the remove button of the related task.,1,0,0,0,1,1,0,0,1
System removes the task.,0,0,1,0,1,0,1,0,1
User finds the task to update from the table.,0,0,0,0,0,0,0,0,0
User clicks the update button of the related task.,1,0,0,0,1,1,0,0,1
System updates the task.,0,0,1,0,1,0,1,0,1
User enters resource name. User enters resource work zone. User enters cost. User clicks “Add Resource”.,1,0,0,0,1,1,0,0,1
System saves the resource.,0,0,1,0,1,0,1,0,1
User Clicks “Resource Management” from navbar.,1,0,0,0,1,1,0,0,1
User finds the resource to remove from the table.,0,0,0,0,0,0,0,0,0
User finds the resource to update from the table.,0,0,0,0,0,0,0,0,0
User clicks the update button of the related resource.,1,0,0,0,1,1,0,0,1
System updates the related resource.,0,0,1,0,1,0,1,0,1
"User clicks “Schedule” from navbar. User clicks the timeline.User locates, drag-drop tasks in the timeline",1,0,0,0,1,1,0,0,1
User selects the project start time. User selects the project end time. User selects the overflow option. User clicks to “Calculate Schedule” button.,1,0,0,0,1,1,0,0,1
System shows calculated schedule.,0,0,0,1,1,1,0,1,2
User enters the Login page.User enters e-mail/username and password to related field. User clicks Login button.,1,0,0,0,1,1,0,0,1
System redirects the logged in user.,0,0,0,1,1,1,1,1,3
User clicks logout button on the right corner of page.,1,0,0,0,1,1,0,0,1
System logs out the user and redirects to the main page,0,0,0,1,1,1,1,0,2
User clicks API Generation Page. User enters API Key name. User clicks add API Key button.,1,0,0,0,1,1,0,0,1
System saves the API configuration.,0,0,1,0,1,0,1,0,1
User clicks delete button of the related API key.,1,0,0,0,1,1,0,0,1
System deletes the related API key.,0,0,1,0,1,0,1,0,1
The Use Case starts when the user starts the application.,0,0,0,0,0,1,0,0,1
The system will display the login screen.,0,0,0,1,1,1,0,0,1
The user enters a username and password.,1,0,0,0,1,1,0,0,1
The system will verify the information entered by the user. The system will display the main screen or shows a failure message.,0,1,0,1,2,1,1,1,3
"The Use Case starts when user opens the add course page. The user specifies the areas which are course code, course name, instructors, assistants, course information and press add button. The user enters the code of an already existing course and specifies the other fields. User clicks add button to add the course.",1,0,0,0,1,1,0,0,1
The system adds the given information to the database. The system shows a success message. The system shows a failure message indicating that there is already existing course with this course code.,0,0,1,1,2,1,2,1,4
The Use Case starts when user opens the manage course page. System shows list of the courses.,0,0,0,1,1,1,0,0,1
"The user selects only one course from the list left on the page, and clicks edit button.",1,0,0,0,1,1,0,0,1
System shows the course edit page.,1,0,0,0,1,1,0,0,1
"The user specifies the areas which are instructor name, assistant name, course information and press edit button.",1,0,0,0,1,1,0,0,1
The system changes the informations in the database according to user input about the course. The system gives a success message.,0,0,1,0,1,1,1,0,2
The user selects the courses from list and clicks delete. The user asked to confirm for last time about deleting the course.,1,0,0,0,1,1,0,0,1
The system delete the informations in the database about the course according to user input. The system shows a success message,0,0,1,1,2,1,1,0,2
"The Use Case starts when user opens the set weekly schedule page. The user specifies the courses on the schedule. The user enters the class information about the schedule, for example schedule can belong to 3th class students only, then clicks the save button.",1,0,0,0,1,1,0,0,1
The schedule changes are saved to database. The system shows a success message,0,0,1,1,2,1,1,0,2
"The Use Case starts when user opens the import file page.  The user selects a CSV file data that consists of e-mail addresses, and clicks import button.",1,0,0,0,1,1,0,0,1
"Data gets saved to database, the system shows a success message.",0,0,1,1,2,1,1,0,2
The Use Case starts when user opens the course management page. The user clicks publish button.,1,0,0,0,1,1,0,0,1
"The changes are reflected to iyte ceng website, system shows a sucess message.",0,0,1,1,2,1,1,0,2
"The Use Case starts when user opens the add e-mail page.The users enters e-mail, name, surname and category of e-mail, then clicks add button.",1,0,0,0,1,1,0,0,1
"Changes are saved to database, system shows a success message.",0,0,1,1,2,1,1,0,2
"The Use Case starts when user opens the edit e-mail page.The users enters e-mail, name, surname and category of e-mail, then clicks add button.",1,0,0,0,1,1,0,0,1
The Use Case starts when user opens the manage e-mail page.,1,0,0,0,1,1,0,0,1
System shows a list of emails.,0,1,0,1,2,1,1,0,2
The user selects e-mails from the e-mail list located left on the page.The user click delete button.,1,0,0,0,1,1,0,0,1
"The data gets removed from database, the system shows a success message.",0,0,1,1,2,1,1,0,2
The user selects one of the e-mail lists located right on the page. The user selects events from the event list located left on the page. The user clicks send button.,1,0,0,0,1,1,0,0,1
"The events gets sent to e-mail addresses, the system shows a success message.",0,0,0,2,2,2,0,0,2
"The user enters his/her email.The user enters his/her password.The user clicks on ""Login"" button.",1,0,0,0,1,1,0,0,1
The system redirects the user to the main page.,0,0,0,1,1,1,0,0,1
"The user clicks on “Settings” icon. System shows the settings page. The user chooses the ""Change Password"" option.",1,0,0,0,1,1,0,0,1
The system redirects the user to the new page.,0,0,0,1,1,1,0,0,1
"The user enters his/her old password, new password and again new password for validation.The user clicks on the ""Save"" button to save password change.",1,0,0,0,1,1,0,0,1
The system verifies saves new password,0,0,1,0,1,0,1,1,2
The system sends a notification mail to the users' email address.,0,0,0,1,1,1,0,1,2
"The user clicks on the ""Forgot Password?"" text.",1,0,0,0,1,1,0,0,1
The user enters his/her email address. The user clicks to the send password button.,1,0,0,0,1,1,0,0,1
The system sends the users password to his/her email address,0,1,0,1,2,1,1,0,2
Admin chooses the “Add new content manager” option.,1,0,0,0,1,1,0,0,1
Thes system shows the new content manager page.,0,0,0,1,1,1,0,0,1
Admin enters the email address of the content manager to add. Admin sets a default password to that email. Admin chooses the “Confirm” option.,1,0,0,0,1,1,0,0,1
New content managers information is inserted into the database.,0,0,1,0,1,0,1,0,1
"The user clicks on ""Logout"" icon. A confirm pop is displayed. The user chooses the ""Confirm"" option.",1,0,0,0,1,1,0,0,1
The system redirects the user to the login page.,0,0,0,1,1,1,0,0,1
"The user chooses the ""Course Management"" tab from the menu.The user chooses “Manage Course” tab from the submenu.",1,0,0,0,1,1,0,0,1
The system opens a table that contains a list of courses.,0,1,0,1,2,1,1,0,2
"The user chooses ""Add Course"" option.",1,0,0,0,1,1,0,0,1
"The user enters Course Name, Course Code, Instructors, Assistants, Credit, Status and Laboratory information.   The user clicks on ""Save"" button. The system previews the course as in the course list. The user clicks on the ""Confirm"" button.",1,0,0,0,1,1,0,0,1
System saves the course information to the database.,0,0,1,0,1,0,1,0,1
The system redirects the user to the course list page.,0,0,0,1,1,1,0,0,1
"The user ticks the course(s) to delete. The user chooses ""Delete Course"" option. The system shows a confirm pop up. The user clicks on the ""Confirm"" button.",1,0,0,0,1,1,0,0,1
System deletes the courses from to the database.,0,0,1,0,1,0,1,0,1
"The user ticks the course to edit. The user chooses the ""Edit Course"" option.",1,0,0,0,1,1,0,0,1
"The user edits property(ies) of the course.  The system previews the course as in the course list. The user clicks on ""Save"" button. The user clicks on the ""Confirm"" button..",1,0,0,0,1,1,0,0,1
System update the course information on the database.,0,0,1,0,1,0,1,0,1
The system redirects the user to the course list page,0,0,0,1,1,1,0,0,1
"The user ticks the courses to offer. The user chooses ""Apply Offered Courses"" option.",1,0,0,0,1,1,0,0,1
System saves offered courses info to the database.,0,0,1,0,1,0,1,0,1
The system refreshes the course list page with new data.,0,1,0,1,2,1,1,0,2
The user chooses a schedule by years.,1,0,0,0,1,1,0,0,1
The system opens a list of courses.,0,1,0,1,2,1,1,0,2
"The user chooses a course from the course list.  The user clicks on ""Save"" button.",1,0,0,0,1,1,0,0,1
The system redirects the user to the weekly schedule page.,0,0,0,1,1,1,0,0,1
The user chooses the “Confirm” button to confirm the schedule that content manager organized.,1,0,0,0,1,1,0,0,1
System updates the schedule status.,0,0,1,0,1,0,1,0,1
The user chooses the “Publish” button to publish the confirmed schedule to the site.,1,0,0,0,1,1,0,0,1
"The user chooses ""Notification Management"" tab from the menu. The user chooses the “Email Lists” tab from the submenu. The user chooses the “Import List” button to open “Import List” window. The user enters a name for the new email list. The user enters a description for the new email list. The user chooses the “Import emails from CSV” button to choose a CSV file that contains email lists.",1,0,0,0,1,1,0,0,1
